id	goodinfo	condemn	qAnswered	totalCorrect	percCorrect	ansall	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	compq2work	compq2romantic	compq2academic	compq2drugs	compq3work	compq3romantic	compq3academic	compq3drugs	compq4work	compq4romantic	compq4academic	compq4drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
535	0	0	12	11	0.916666687	0	2	1		2	6	4		7	4	5		6	4	6		5	1	1		1	1	1		1	3	3		3	2	2		3	6.333333492	5.666666508	5	5	5.5		1				
536	1	0	16	16	1	1	2	2	2	2	6	6	5	6	4	5	5	4	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.75	4.5	5.25	5.375	38	1	4	5	3	3
537	1	1	16	16	1	1	1	2	1	1	5	7	6	6	5	6	6	6	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6	5.75	5.5	6	38	2	4	6	4	1
538	0	1	16	16	1	1	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4	4	4	4.25	43	1	4	2	2	1
539	1	0	16	16	1	1	2	1	1	1	5	7	6	5	6	6	5	5	5	4	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.75	5.75	5.5	4.75	5.6875	38	2	2	3	4	2
540	0	0	16	16	1	1	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4	4	4	4.0625	24	1	4	4	3	1
541	0	1	16	16	1	1	2	3	3	1	5	4	5	4	5	4	4	4	5	5	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.5	4.25	4.75	4.8125	22	2	1	6	5	2
542	1	1	16	16	1	1	3	4	4	6	5	4	4	4	4	5	3	4	4	3	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	3.75	4.25	4	4.25	4.0625	21	1	4	3	5	3
543	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	30	2	5	5	4	1
544	1	1	16	16	1	1	2	2	2	2	6	6	6	5	5	5	3	4	5	5	3	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	4.25	4.25	5.0625	28	2	6	5	4	1
545	1	0	4	3	0.75	0	4				3				3				3				1				1				3				2				4	3	3	3	3.25		2				
546	1	0	16	16	1	1	3	2	3	3	5	4	4	5	4	5	5	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	4.5	4.5	4	4.5625	26	1	5	7	3	2
547	0	0	16	16	1	1	4	4	4	2	4	4	4	5	4	4	4	5	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4.25	4.25	4	4.25	21	1	4	3	3	2
548	1	0	16	16	1	1	2	4	2	2	6	5	6	6	6	5	6	6	6	5	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	5.75	5.75	5.75	5.6875	26	1	5	5	5	2
549	0	1	16	16	1	1	4	2	2	1	1	5	6	5	2	5	6	2	2	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.25	3.75	3.75	4.375	24	1	5	6	4	1
550	1	1	16	16	1	1	2	2	2	2	5	4	4	4	5	4	4	4	5	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	4.25	4.25	4.25	4.6875	33	1	2	3	4	2
551	0	1	16	16	1	1	3	2	3	5	3	3	4	3	3	5	4	3	3	3	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	3.25	3.75	3.75	3.875	22	2	4	2	5	1
552	1	1	8	7	0.875	0		1		1		7		6		5		6		7		6		2		2		1		3		3		3		1		1	7	6.5	5.5	6.5	6.375		1				
553	0	0	16	16	1	1	4	3	4	2	4	4	4	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4.25	4	4	4.25	21	1	4	3	4	1
554	0	0	16	16	1	1	4		4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	59	2	5	7	4	3
555	1	0	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6	6	6	6	36	2	5	8	6	1
556	0	1	16	16	1	1	4	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.5	2.75	3	3	3.3125	30	2	6	6	5	2
557	1	0	16	16	1	1	3	1	4	4	5	6	4	4	6	6	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	4.75	5	4	4.6875	21	1	2	9	6	1
558	1	1	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	6	6	6	6	29	2	4	5	6	2
559	0	1	16	15	0.9375	1	4	2	3	3	4	4	4	3	5	4	4	4	3	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	3	5	3.75	4.25	3.75	4.1875		1				
560	0	0	16	16	1	1	2	2	2	4	4	4	5	4	5	4	4	4	4	4	3	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4.25	4.25	3.75	4.4375	29	2	5	6	3	1
561	1	1	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4	4	4	4.25	4.0625	27	1	6	4	5	3
562	1	1	16	16	1	1	2	2	2	2	5	4	5	6	4	5	5	5	3	4	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5	4.75	4	4.9375	22	1	4	2	5	2
563	1	0	16	16	1	1	2	2	2	2	7	6	6	6	6	5	6	5	6	6	6	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6.25	5.5	5.75	5.875	41	2	5	2	6	2
564	1	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	28	2	4	2	5	1
565	0	1	16	16	1	1	3	3	3	2	5	4	5	5	4	4	5	4	3	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	4.75	4.25	4.5	4.6875	35	2	4	4	4	2
566	1	0	16	16	1	1	2	3	2	3	5	5	3	3	5	5	3	4	4	5	4	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4	4.25	4	4.4375	21	1	4	3	5	1
567	1	1	16	16	1	1	6	1	1	1	4	5	5	5	4	4	5	5	3	5	5	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.75	4.5	4.75	4.9375	49	2	5	5	6	1
568	0	1	16	16	1	1	2	2	2	3	5	5	5	2	5	5	5	5	5	4	4	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.25	5	4.5	4.875	21	1	4	1	3	2
569	0	1	16	16	1	1	1	1	1	1	5	4	4	4	5	5	4	4	4	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	4.25	4.5	4.25	5	19	1	4	7	5	1
570	1	1	16	16	1	1	2	2	3	2	6	2	5	6	4	3	4	4	4	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.75	3.75	4.5	4.6875	27	1	5	3	3	1
571	0	0	16	16	1	1	3	4	4	2	4	4	4	4	4	4	4	3	4	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4	3.75	4.25	4.1875	20	1	4	3	5	2
572	0	1	16	16	1	1	5	2	3	2	4	3	5	4	4	3	4	4	5	3	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4	3.75	4	4.1875	23	2	5	3	4	2
573	1	0	16	16	1	1	2	2	2	1	7	6	6	6	6	6	6	6	6	5	7	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	6.25	6	5.75	6.0625	20	1	4	8	6	1
574	1	0	16	16	1	1	1	2	2	2	7	7	6	6	6	5	5	5	6	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	6.5	5.25	5.25	5.8125	32	2	5	7	5	1
575	0	0	16	16	1	1	1	6	6	1	5	6	6	6	5	6	6	5	5	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	5.75	5.5	5.75	5.375	44	1	3	5	4	1
576	0	0	16	16	1	1	5	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.5	4	4	4	3.875	34	1	5	2	3	2
577	1	1	16	16	1	1	2	2	2	1	6	6	6	6	6	7	6	6	6	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.25	6	6.25	6.25	6.1875	24	2	4	5	6	2
578	1	1	12	11	0.916666687	0	1	1	1		4	1	2		4	3	2		4	3	2		2	2	2		1	1	1		3	3	2		1	1	1		7	2.333333254	3	3	3.833333254		1				
579	1	0	16	16	1	1	1	1	1	1	6	6	5	5	6	6	5	5	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	5.5	5.5	5.5	5.875	42	1	6	10	6	1
580	0	1	16	16	1	1	2	2	2	1	6	2	6	6	6	6	5	6	6	6	6	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	5	5.75	5.75	5.6875	42	1	5	7	5	1
581	1	0	16	16	1	1	2	2	2	2	6	6	5	6	6	6	6	6	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.75	6	5.5	5.8125	37	1	5	7	5	1
582	0	1	16	16	1	1	1	1	1	1	6	6	6	6	5	6	6	5	6	6	6	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	6	5.5	5.75	6.0625	20	1	4	5	5	1
583	1	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	27	1	4	5	4	1
584	1	0	16	16	1	1	1	2	2	2	6	5	6	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5.5	5	5	5.4375	21	2	4	4	5	1
585	0	1	16	16	1	1	2	3	4	3	5	6	5	5	5	5	4	5	5	6	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	5.25	4.75	4.75	4.9375	18	1	4	3	5	3
586	1	0	16	16	1	1	2	1	1	1	7	7	7	7	6	7	6	6	6	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.75	7	6.25	6.25	6.5625	21	1	2	5	2	1
587	1	1	16	16	1	1	2	2	1	3	5	6	6	6	5	5	5	6	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	5.25	5	5.5	31	1	5	6	5	2
588	0	0	16	16	1	1	4	4	4	4	5	5	5	6	5	5	5	5	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	5.25	5	4	4.5625	26	1	5	2	5	3
589	1	0	16	16	1	1	6	1	7	4	6	7	7	7	6	6	7	4	6	6	7	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3.5	6.75	5.75	6	5.5	27	1	2	6	1	1
590	1	1	16	16	1	1	7	7	6	6	7	6	7	6	7	6	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	1.5	6.5	6.75	7	5.4375	23	1	4	2	7	1
591	0	0	16	16	1	1	4	4	4	3	5	4	5	5	4	5	5	5	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4.75	4.75	4.5	4.5625	35	1	5	6	6	1
592	0	1	16	16	1	1	4	3	3	1	5	6	6	6	5	6	5	5	5	6	6	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	5.75	5.25	5.5	5.4375	19	1	4	1	5	1
593	0	0	8	6	0.75	0	4		4		4		4		4		4		4		4		1		1		1		3		3		1		2		2		4	4	4	4	4		2				
594	0	1	16	16	1	1	2	2	2	1	5	3	6	5	4	5	6	5	4	5	6	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	4.75	5	5	5.25	62	1	6	9	6	2
595	0	1	16	16	1	1	1	1	1	1	4	5	6	5	4	4	6	5	4	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	5	4.75	4.75	5.375	34	2	2	5	7	2
596	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	25	1	5	6	1	1
597	1	1	16	16	1	1	1	1	2	1	7	6	6	6	6	5	5	6	5	6	4	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6.25	5.5	5.25	5.9375	27	1	4	6	6	1
598	1	0	16	16	1	1	4	3	4	4	4	3	4	4	4	3	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.25	3.75	3.75	4	3.9375	25	2	4	6	6	1
599	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	21	2	5	2	4	3
600	0	0	16	16	1	1	2	2	1	2	3	5	2	5	4	5	5	4	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6.25	3.75	4.5	3.75	4.5625	25	1	4	5	4	1
601	1	1	16	16	1	1	1	1	1	3	6	5	5	5	4	5	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.25	4.25	4	5	32	2	2	6	6	3
602	1	1	16	16	1	1	2	2	2	2	6	6	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5.5	5	5	5.375	21	1	4	2	5	1
603	1	0	16	16	1	1	2	2	2	2	7	7	6	6	7	6	6	6	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6.5	6.25	5.25	6	18	1	4	1	7	1
604	0	1	4	3	0.75	0		4				4				4				4				1				1				2				1			4	4	4	4	4		1				
605	0	1	16	16	1	1	5	7	7	6	3	1	1	3	3	2	2	3	4	2	2	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	1.75	2	2.5	3	2.3125	23	2	4	2	6	1
606	0	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	6	7	7	7	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	7	6.75	7	6.9375	25	2	5	4	5	1
607	0	0	4	3	0.75	0			4				4				4				4				1				2				3				2		4	4	4	4	4		1				
608	1	1	4	4	1	0				1				4				2				4				2				1				3				1	7	4	2	4	4.25		2				
609	1	1	16	16	1	1	2	2	3	5	6	5	5	3	5	5	4	4	4	5	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5	4.75	4.5	4.25	4.625	30	1	5	4	6	1
610	0	1	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	6	6	6	6	20	1	4	2	6	1
611	0	0	16	16	1	1	4	3	4	4	4	5	4	4	4	4	4	3	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4.25	3.75	3.75	4	24	1	5	7	5	1
612	0	0	16	16	1	1	4	2	4	4	3	4	4	4	3	3	3	6	3	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	3.75	3.75	3.75	3.9375	26	2	4	5	6	2
613	1	1	16	16	1	1	2	6	2	2	4	6	5	4	4	5	6	4	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5	4.75	4.75	6	5.125	30	1	5	6	2	1
614	1	0	16	16	1	1	2	5	2	4	6	4	5	5	4	5	5	5	4	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.75	5	4.75	4.5	4.75	26	2	5	2	2	2
615	1	0	8	7	0.875	0	1	1			5	6			5	5			4	5			2	2			1	1			1	3			2	2			7	5.5	5	4.5	5.5		1				
616	0	0	16	16	1	1	4	4	5	5	4	4	4	5	5	4	5	4	4	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.5	4.25	4.5	4.25	4.125	22	2	2	6	4	1
617	1	1	16	16	1	1	5	2	2	1	5	6	6	6	5	6	6	6	5	6	5	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.5	5.75	5.75	5.75	5.6875	52	1	4	3	5	3
618	1	1	16	16	1	1	6	1	1	1	7	7	7	6	7	7	6	6	5	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	6.75	6.5	6	6.25	18	2	2	6	4	1
619	0	0	12	11	0.916666687	0		4	4	4		4	4	4		4	4	5		4	4	4		1	1	1		1	1	1		3	1	3		2	2	2	4	4	4.333333492	4	4.083333492		1				
620	1	0	16	16	1	1	3	2	3	1	5	6	7	7	5	6	5	5	5	5	6	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	6.25	5.25	5.25	5.625	23	1	4	5	5	3
621	1	1	16	16	1	1	2	1	1	1	5	7	5	6	5	5	5	6	4	4	4	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	5.75	5.25	4.75	5.625	24	1	4	5	4	1
622	1	0	16	16	1	1	2	2	2	2	5	4	7	4	5	5	5	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5	5	4	5	26	2	5	6	4	1
623	1	0	16	16	1	1	2	2	1	2	6	6	7	6	6	6	6	7	7	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	6.25	6.25	6.5	6.3125	26	1	2	2	6	1
624	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	28	1	5	4	3	1
625	0	1	16	16	1	1	6	2	1	4	2	5	6	4	4	6	6	4	2	6	6	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4.25	5	4.5	4.625	33	1	4	8	6	1
626	1	1	16	16	1	1	3	4	4	3	4	3	3	5	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.5	3.75	4	4	4.0625	31	1	6	4	4	3
627	1	0	16	16	1	1	2	2	2	2	6	6	7	6	5	6	6	6	5	6	6	7	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6.25	5.75	6	6	46	1	6	8	4	1
628	0	1	16	16	1	1	2	2	2	1	4	4	4	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.25	4.25	4	4	4.625	27	2	5	8	5	1
629	0	1	16	16	1	1	4	5	4	3	5	4	4	5	5	4	4	4	3	3	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4.5	4.25	3.5	4.0625	25	1	2	5	4	1
630	0	0	16	16	1	1	3	5	5	1	4	4	5	5	4	5	4	4	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4.5	4.25	5	4.5625	21	1	4	7	5	2
631	0	0	16	16	1	1	5	5	3	6	5	5	6	5	4	4	5	4	3	3	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.25	5.25	4.25	4	4.1875	19	2	4	2	4	2
632	0	1	16	16	1	1	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4	4	4	4.25	45	1	4	7	4	2
633	1	1	16	16	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	5	5	5	5.5	35	1	5	8	5	1
634	1	0	16	16	1	1	1	2	2	3	7	7	7	7	6	6	7	6	6	7	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	7	6.25	6.25	6.375	55	2	5	5	5	1
635	0	0	4	3	0.75	0	6				1				3				3				1				1				2				2				2	1	3	3	2.25		1				
636	0	1	16	16	1	1	1	1	1	1	5	5	5	6	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	5.25	4	4	5.0625	22	1	5	4	5	1
637	1	0	16	16	1	1	3	2	1	3	3	4	5	4	4	4	5	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	4	4.25	4	4.5	21	1	4	8	3	3
638	1	0	16	16	1	1	1	1	6	1	6	7	5	6	7	7	5	4	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	6	5.75	5.5	5.75	36	1	4	10	5	1
639	1	1	16	16	1	1	1	1	1	1	6	7	6	6	5	6	6	6	4	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.25	5.75	5	6	21	1	4	3	5	1
640	1	1	16	16	1	1	2	3	2	2	5	5	6	6	5	4	5	6	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.5	5	5	5.3125	24	1	2	2	6	1
641	1	0	16	16	1	1	2	2	2	2	4	4	5	4	4	5	4	4	5	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	4.25	4.25	4.25	4.6875	22	1	4	6	4	2
642	0	0	16	16	1	1	3	3	4	3	5	5	5	5	5	5	5	5	5	5	5	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	5	5	4.75	4.875	25	1	4	3	5	1
643	0	1	16	16	1	1	2	2	2	2	5	5	5	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	5	4	4	4.75	28	2	5	3	3	1
644	1	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	23	2	5	8	7	1
645	0	1	4	3	0.75	0		2				6				6				6				2				1				3				1			6	6	6	6	6		2				
646	1	0	12	11	0.916666687	0	2	1		2	5	6		5	5	6		5	5	6		5	2	2		2	1	1		1	3	2		3	2	2		2	6.333333492	5.333333492	5.333333492	5.333333492	5.583333492		1				
647	1	1	16	16	1	1	1	1	1	1	6	6	6	7	5	5	5	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.25	5	4	5.5625	34	2	5	7	3	2
648	1	1	16	16	1	1	4	4	5	3	5	5	5	6	4	4	4	6	3	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4	5.25	4.5	3.75	4.375	36	1	6	6	6	1
649	0	1	16	16	1	1	1	2	2	1	5	6	6	6	5	6	6	6	3	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.75	5.75	4.25	5.5625	32	1	4	6	6	1
650	1	0	16	16	1	1	2	2	4	2	7	6	2	5	6	6	2	5	5	6	4	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	5	4.75	5	5.0625	31	1	4	7	4	1
651	1	0	16	16	1	1	2	1	4	5	5	6	3	4	5	6	5	5	5	5	5	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	4.5	5.25	4.5	4.8125	19	2	4	2	6	1
652	0	0	16	16	1	1	2	1	2	2	5	5	5	7	6	6	5	6	6	6	6	7	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5.5	5.75	6.25	5.9375	21	1	4	2	6	3
653	0	1	12	11	0.916666687	0	5	4		4	1	3		4	4	2		1	2	1		3	1	1		1	1	1		1	3	3		1	1	1		1	3.666666508	2.666666746	2.333333254	2	2.666666508		1				
654	1	0	16	16	1	1	2	4	2	2	6	4	5	6	6	4	5	5	5	4	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	5.25	5	4.75	5.125	36	2	6	6	2	1
655	1	1	12	12	1	0		5	2	3		4	3	3		4	4	4		3	3	3		2	2	2		1	1	1		3	3	3		1	1	1	4.666666985	3.333333254	4	3	3.75		1				
656	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	31	1	5	10	3	2
657	0	1	16	16	1	1	1	1	1	1	6	6	5	7	5	5	5	5	5	6	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	6	5	5.25	5.8125	59	1	4	4	6	1
658	1	0	16	15	0.9375	1	5	4	6	5	5	4	5	4	4	5	6	5	5	3	5	3	2	2	2	2	1	1	1	2	3	3	3	3	2	2	2	2	3	4.5	5	4	4.125		1				
659	1	0	16	16	1	1	2	3	2	2	5	5	5	5	5	5	5	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5	4.75	4	4.875	62	1	4	6	5	2
660	0	1	16	16	1	1	2	2	2	4	4	5	4	3	4	4	4	3	4	5	4	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4	3.75	4	4.3125	27	2	6	4	5	1
661	1	1	16	16	1	1	1	2	1	1	6	4	7	6	6	5	5	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	5.75	5.25	4	5.4375	38	2	6	8	5	1
662	0	1	8	7	0.875	0	4			2	3			5	2			3	4			4	1			1	1			1	1			3	1			1	5	4	2.5	4	3.875		2				
663	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	28	2	4	3	5	1
664	1	0	16	16	1	1	3	4	3	1	5	5	4	5	5	5	5	5	5	5	3	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	4.75	5	4.5	4.875	23	2	5	5	3	3
665	1	1	16	15	0.9375	1	6	1	1	1	6	7	7	7	6	7	7	7	5	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	2	1	1	5.75	6.75	6.75	6.5	6.4375		1				
666	1	1	16	16	1	1	3	2	1	3	4	5	6	4	4	4	6	4	4	4	5	3	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.75	4.5	4	4.75	23	2	5	5	5	1
667	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	30	2	5	7	4	1
668	0	1	4	2	0.5	0	4				4				4				4				1				1				2				2				4	4	4	4	4		1				
669	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	27	1	4	7	3	4
